o,id,genre,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date
13904,94205,Country,0.622,0.649,0.935,119.192,-11.499,1,0,0.376,0.627,0.0613,0.0334,0,121760,31,1965,2068
72650,796741,Country,0.274,0.266,0.45,203.383,-11.693,1,1,0.876,1.12E-05,0.0963,0.0335,0,133160,30,1965,1611
75996,816890,Country,0.746,0.292,0.524,76.059,-15.295,1,0,0.848,0.266,0.183,0.0492,0,186200,30,1965,2572
21662,151431,Country,0.669,0.298,0.341,106.88,-15.045,1,5,0.898,1.79E-06,0.107,0.0684,0,121760,28,1965,29
21678,151431,Country,0.615,0.371,0.915,89.12,-13.041,1,4,0.931,0,0.113,0.0838,0,105573,28,1965,29
57104,583959,Country,0.721,0.256,0.334,98.062,-11.623,1,0,0.686,6.42E-05,0.123,0.0382,0,143533,28,1965,2390
21664,151431,Country,0.718,0.448,0.749,131.224,-12.228,1,7,0.884,0.000367,0.205,0.0384,0,137427,27,1965,29
57172,583959,Country,0.671,0.243,0.596,113.108,-11.58,1,0,0.764,0.00352,0.114,0.0494,0,130400,27,1965,2390
68965,770628,Country,0.668,0.317,0.663,84.811,-15.293,1,1,0.853,0,0.0985,0.0662,0,156827,27,1965,2390
68972,770628,Country,0.753,0.395,0.67,123.849,-13.509,1,0,0.796,0,0.14,0.0408,0,151373,27,1965,2390
75998,816890,Country,0.643,0.554,0.726,105.812,-9.655,1,7,0.491,2.08E-05,0.148,0.0359,0,183800,27,1965,2572
14752,99753,Country,0.439,0.296,0.612,81.579,-10.418,1,9,0.659,0,0.16,0.0266,0,126360,25,1965,2390
27854,190632,Country,0.395,0.335,0.421,80.52,-12.083,1,4,0.833,0.00078,0.259,0.0292,0,152120,25,1965,2390
75935,816890,Country,0.534,0.0955,0.325,89.068,-16.436,1,5,0.969,1.93E-06,0.0967,0.0976,0,308533,25,1965,2572
14756,99753,Country,0.551,0.447,0.755,124.474,-9.215,1,1,0.836,0.000501,0.105,0.0286,0,153507,24,1965,2390
21673,151431,Country,0.65,0.395,0.914,174.439,-11.723,1,4,0.819,0,0.112,0.288,0,136493,24,1965,29
57048,583959,Country,0.643,0.133,0.253,68.152,-12.903,0,9,0.712,0.00372,0.0924,0.0395,0,129533,24,1965,2390
68971,770628,Country,0.614,0.264,0.708,91.929,-14.049,1,1,0.854,1.66E-06,0.0887,0.0325,0,170427,24,1965,2390
68973,770628,Country,0.611,0.281,0.469,96.872,-14.178,1,2,0.933,0,0.189,0.0409,0,218093,24,1965,2390
74119,807489,Country,0.651,0.556,0.927,126.693,-10.302,1,1,0.549,0,0.0971,0.0651,0,145507,24,1965,29
75681,816890,Country,0.665,0.313,0.749,110.557,-15.467,1,4,0.92,6.76E-05,0.307,0.047,0,192347,24,1965,6562
21674,151431,Country,0.727,0.464,0.924,120.564,-12.63,1,4,0.843,0,0.552,0.0718,0,104760,23,1965,29
74120,807489,Country,0.608,0.446,0.54,127.071,-9.462,1,7,0.89,0,0.283,0.0442,0,153240,23,1965,29
21672,151431,Country,0.455,0.413,0.819,190.147,-12.552,1,4,0.923,1.41E-06,0.0893,0.218,0,116867,22,1965,29
75809,816890,Country,0.786,0.336,0.616,95.992,-12.116,1,0,0.111,0.0817,0.351,0.0535,0,182840,22,1965,2572
75856,816890,Country,0.569,0.228,0.762,89.735,-16.457,1,9,0.95,0,0.235,0.0446,0,156120,22,1965,2572
75925,816890,Country,0.538,0.235,0.312,146.383,-14.401,1,2,0.901,0.00108,0.123,0.0587,0,130093,22,1965,2572
75944,816890,Country,0.689,0.471,0.651,83.343,-14.132,0,5,0.951,0.0158,0.122,0.0542,0,153480,22,1965,6562
21656,151431,Country,0.447,0.728,0.96,133.342,-8.806,1,7,0.499,0,0.746,0.124,0,109360,21,1965,5639
57211,583959,Country,0.688,0.175,0.36,115.543,-13.288,1,11,0.881,0.00958,0.106,0.0381,0,162627,21,1965,2390
75951,816890,Country,0.538,0.145,0.54,123.359,-16.509,1,4,0.962,5.66E-05,0.107,0.0442,0,105800,21,1965,2572
1758,14651,Country,0.553,0.123,0.54,87.847,-17.765,1,10,0.753,0,0.155,0.0323,0,149667,20,1965,5903
14757,99753,Country,0.515,0.396,0.877,75.994,-8.224,1,0,0.686,0,0.235,0.0285,0,147413,20,1965,2390
32872,237517,Country,0.47,0.342,0.357,182.918,-13.805,0,9,0.581,0,0.0274,0.0507,0,159280,20,1965,4959
43935,355451,Country,0.445,0.358,0.767,134.698,-13.17,1,7,0.828,0.000218,0.374,0.0296,0,143200,20,1965,2390
75687,816890,Country,0.822,0.453,0.864,94.042,-12.101,1,2,0.658,0.0444,0.119,0.0715,0,131027,20,1965,2572
75752,816890,Country,0.741,0.38,0.672,125.394,-10.943,1,0,0.628,0,0.232,0.053,0,132600,20,1965,2572
75767,816890,Country,0.666,0.406,0.372,110.551,-14.732,1,9,0.622,0.000158,0.49,0.158,0,225800,20,1965,6562
12810,83106,Country,0.629,0.612,0.957,157.521,-9.207,1,9,0.733,0,0.257,0.0515,0,130280,19,1965,2390
73051,801762,Country,0.255,0.234,0.186,172.227,-13.506,1,2,0.861,0.02,0.113,0.0298,0,158893,19,1965,2390
14755,99753,Country,0.363,0.517,0.713,66.695,-8.532,1,0,0.826,0,0.0878,0.032,0,147093,18,1965,2390
32238,227527,Country,0.488,0.437,0.918,129.856,-15.779,1,2,0.105,0.974,0.141,0.032,0,116387,18,1965,6647
32799,234325,Country,0.435,0.167,0.478,101.812,-13.658,1,6,0.666,1.09E-05,0.247,0.0376,0,176560,18,1965,2390
46676,410219,Country,0.446,0.308,0.372,93.75,-8.675,1,0,0.247,0.00101,0.201,0.0264,0,155467,18,1965,2390
57200,583959,Country,0.657,0.207,0.475,81.339,-11.212,1,2,0.647,0.00432,0.133,0.0297,0,158533,18,1965,2390
57214,583959,Country,0.501,0.181,0.371,83.293,-12.761,1,5,0.836,0.00273,0.104,0.0386,0,174600,18,1965,2390
68974,770628,Country,0.649,0.255,0.515,127.138,-14.572,1,7,0.931,0,0.424,0.0467,0,170560,18,1965,2390
14760,99753,Country,0.615,0.277,0.503,108.487,-11.575,1,9,0.684,0.00014,0.0873,0.0276,0,131893,17,1965,2390
46649,410219,Country,0.806,0.381,0.77,99.467,-9.181,1,6,0.847,0.0024,0.0856,0.0296,0,146267,17,1965,2390
46665,410219,Country,0.794,0.671,0.905,79.436,-6.813,1,3,0.7,1.18E-05,0.123,0.0704,0,120627,17,1965,2390
57128,583959,Country,0.684,0.267,0.497,116.122,-11.032,1,2,0.627,0.00117,0.117,0.0351,0,150867,17,1965,2390
62162,662800,Country,0.631,0.578,0.596,118.64,-6.782,1,9,0.889,8.66E-06,0.0869,0.0299,0,128757,17,1965,2390
62167,662800,Country,0.644,0.796,0.752,128.538,-7.881,1,8,0.828,4.13E-05,0.124,0.0405,0,141568,17,1965,2390
75764,816890,Country,0.419,0.247,0.375,103.592,-16.674,1,2,0.908,0.000575,0.239,0.0368,0,219480,17,1965,6562
1769,14651,Country,0.61,0.0775,0.527,98.231,-19.696,1,2,0.972,0.000189,0.108,0.0324,0,173400,16,1965,5903
25030,179730,Country,0.325,0.252,0.42,81.536,-12.332,1,3,0.928,2.87E-05,0.315,0.0281,0,133280,16,1965,2390
32206,227527,Country,0.644,0.144,0.566,146.598,-18.83,1,0,0.589,5.12E-05,0.125,0.0408,0,140347,16,1965,6647
32226,227527,Country,0.618,0.142,0.542,81.114,-18.973,1,2,0.801,4.85E-05,0.178,0.0286,0,159133,16,1965,6647
32871,237517,Country,0.748,0.329,0.701,131.888,-13.309,1,9,0.517,0,0.214,0.0361,0,155040,16,1965,4959
46555,409954,Country,0.479,0.25,0.659,106.37,-13.621,1,7,0.576,0,0.0873,0.0284,0,152493,16,1965,5706
46663,410219,Country,0.741,0.598,0.923,106.071,-7.706,1,2,0.137,0.0566,0.0638,0.0337,0,105240,16,1965,2390
57072,583959,Country,0.512,0.266,0.535,128.777,-11.26,1,0,0.628,0.000677,0.118,0.0427,0,144973,16,1965,2390
68962,770628,Country,0.713,0.251,0.546,101.446,-15.535,1,1,0.925,0,0.0859,0.0369,0,154280,16,1965,2390
68968,770628,Country,0.583,0.152,0.592,122.88,-18.918,1,6,0.943,4.14E-06,0.112,0.0425,0,206280,16,1965,2390
72663,796741,Country,0.446,0.348,0.479,83.821,-11.951,1,4,0.824,0,0.187,0.039,0,124027,16,1965,1611
75669,816890,Country,0.581,0.519,0.813,161.255,-9.587,1,2,0.677,0.00299,0.348,0.0358,0,126347,16,1965,2572
75712,816890,Country,0.458,0.273,0.32,119.634,-15.363,1,2,0.809,0.0124,0.198,0.0341,0,176560,16,1965,6562
75747,816890,Country,0.468,0.137,0.497,80.183,-23.163,1,1,0.947,0,0.134,0.276,0,187467,16,1965,6562
32233,227527,Country,0.593,0.282,0.661,145.665,-15.662,1,2,0.591,0.00103,0.379,0.0551,0,155067,15,1965,6647
32244,227527,Country,0.638,0.356,0.759,101.849,-17.906,1,11,0.567,0.00238,0.101,0.0343,0,159427,15,1965,6647
32805,234325,Country,0.631,0.0969,0.437,78.07,-15.024,1,7,0.781,0,0.131,0.0352,0,172533,15,1965,2390
46681,410219,Country,0.507,0.295,0.521,102.104,-8.625,1,4,0.483,0.000282,0.198,0.0278,0,138227,15,1965,2390
46683,410219,Country,0.618,0.333,0.536,103.79,-8.521,1,11,0.466,1.37E-05,0.0752,0.0257,0,151840,15,1965,2390
46689,410219,Country,0.572,0.302,0.641,102.488,-8.505,1,7,0.338,0.00155,0.37,0.026,0,137373,15,1965,2390
46690,410219,Country,0.563,0.397,0.565,93.406,-8.477,1,6,0.864,0.000295,0.12,0.0271,0,151493,15,1965,2390
46691,410219,Country,0.753,0.435,0.789,99.058,-10.103,1,5,0.422,0,0.148,0.0302,0,148200,15,1965,2390
62171,662800,Country,0.519,0.397,0.763,124.929,-8.305,1,9,0.791,0,0.103,0.0315,0,172427,15,1965,2390
72655,796741,Country,0.478,0.327,0.388,117.024,-12.471,1,10,0.802,1.51E-06,0.156,0.0292,0,155107,15,1965,1611
76052,816890,Country,0.41,0.198,0.464,98.238,-16.158,1,2,0.843,0.00102,0.134,0.0309,0,146027,15,1965,6562
32792,234325,Country,0.613,0.541,0.891,157.427,-9.163,1,1,0.741,7.81E-05,0.19,0.101,0,146973,14,1965,29
57181,583959,Country,0.654,0.136,0.261,107.192,-13.442,1,4,0.814,0.000764,0.112,0.0445,0,138267,14,1965,2390
68964,770628,Country,0.32,0.137,0.513,169.725,-17.612,1,4,0.987,0.00816,0.113,0.0342,0,96280,14,1965,2390
68969,770628,Country,0.564,0.324,0.733,134.996,-14.411,1,2,0.737,0,0.122,0.0602,0,174653,14,1965,2390
68970,770628,Country,0.666,0.208,0.773,132.121,-17.05,1,4,0.846,0,0.287,0.0487,0,180547,14,1965,2390
72653,796741,Country,0.427,0.348,0.397,98.646,-10.449,1,7,0.854,0,0.0992,0.0298,0,134800,14,1965,1611
76056,816890,Country,0.665,0.327,0.633,116.105,-14.93,1,9,0.693,0,0.276,0.178,0,146587,14,1965,6562
46621,410219,Country,0.712,0.428,0.631,112.255,-9.474,1,5,0.372,0.0132,0.166,0.0315,0,161733,13,1965,2390
46650,410219,Country,0.819,0.547,0.716,113.131,-7.971,1,0,0.754,0.00618,0.112,0.0335,0,144467,13,1965,2390
57052,583959,Country,0.557,0.379,0.575,146.536,-11.211,1,0,0.533,0.000687,0.177,0.0654,0,131960,13,1965,2390
54834,549797,Country,0.524,0.258,0.349,111.937,-14.827,1,4,0.829,0.00164,0.328,0.0287,0,169067,54,1966,2254
56651,578031,Country,0.53,0.51,0.808,201.594,-11.053,0,8,0.596,0,0.0712,0.187,0,139813,52,1966,2391
19442,136640,Country,0.628,0.383,0.564,99.789,-9.216,1,9,0.826,0,0.151,0.0296,0,175440,51,1966,2391
32806,234325,Country,0.744,0.455,0.905,75.281,-7.543,1,8,0.634,0,0.0526,0.0366,0,135160,49,1966,30
73601,804289,Country,0.596,0.514,0.964,130.553,-11.504,1,0,0.0582,0,0.0805,0.0287,0,173800,48,1966,2391
84978,944310,Country,0.435,0.295,0.49,94.292,-9.043,1,7,0.449,0.000265,0.11,0.0276,0,137960,47,1966,2391
31792,220946,Country,0.251,0.338,0.353,81.642,-11.897,1,8,0.861,0,0.144,0.0382,0,176360,46,1966,2391
32877,237517,Country,0.249,0.217,0.113,100.044,-14.875,1,5,0.821,0.105,0.133,0.0307,0,245920,46,1966,6765
29361,200791,Country,0.433,0.582,0.826,87.29,-11.284,1,2,0.781,0.0224,0.391,0.0321,0,122480,45,1966,3094
8868,66429,Country,0.578,0.447,0.808,116.128,-14.212,1,4,0.629,0,0.19,0.032,0,157640,44,1966,6255
19446,136640,Country,0.514,0.326,0.559,106.504,-9.69,1,9,0.798,0.00076,0.153,0.0291,0,157640,44,1966,2391
54812,549797,Country,0.531,0.342,0.709,115.577,-11.931,1,4,0.781,1.35E-05,0.369,0.0279,0,158667,37,1966,2254
85300,947816,Country,0.552,0.229,0.442,122.789,-12.242,1,9,0.802,0,0.125,0.0309,0,184107,37,1966,30
25039,179730,Country,0.537,0.331,0.63,103.624,-11.453,1,5,0.869,7.09E-05,0.105,0.0272,0,144360,36,1966,2391
32811,234325,Country,0.708,0.693,0.926,166.756,-8.341,1,1,0.36,2.70E-06,0.117,0.0863,0,142133,36,1966,30
82283,903609,Country,0.523,0.232,0.309,96.18,-14.882,1,2,0.572,0.00219,0.104,0.0262,0,170440,36,1966,2391
85302,947816,Country,0.628,0.687,0.743,165.111,-9.04,1,2,0.66,0,0.055,0.0964,0,131800,36,1966,30
54768,549797,Country,0.595,0.47,0.791,128.227,-9.965,1,0,0.707,0,0.118,0.0298,0,164667,34,1966,2254
57201,583959,Country,0.589,0.553,0.889,77.461,-8.502,1,2,0.817,0,0.0989,0.0443,0,138040,34,1966,4814
41274,326096,Country,0.472,0.208,0.287,100.842,-12.328,1,9,0.799,0.883,0.0564,0.0258,0,146627,33,1966,2391
25032,179730,Country,0.548,0.767,0.85,105.684,-10.92,1,3,0.491,0,0.0896,0.0552,0,156467,31,1966,2391
32875,237517,Country,0.456,0.369,0.398,89.482,-13.273,1,7,0.519,0.00241,0.218,0.0262,0,156813,31,1966,6765
32880,237517,Country,0.296,0.182,0.0818,133.344,-13.837,0,4,0.792,0.000441,0.152,0.0322,0,246253,31,1966,6765
29264,200791,Country,0.484,0.253,0.147,99.386,-11.711,0,6,0.26,0.000621,0.355,0.0274,0,213053,30,1966,1933
54751,549797,Country,0.301,0.403,0.462,150.968,-12.391,1,4,0.915,2.81E-06,0.446,0.0299,0,170067,30,1966,2254
8885,66429,Country,0.553,0.273,0.55,102.129,-15.544,1,4,0.847,0,0.135,0.0266,0,163707,28,1966,6255
23104,165818,Country,0.52,0.46,0.682,131.583,-10.895,1,7,0.647,0,0.0769,0.027,0,198760,28,1966,523
54754,549797,Country,0.418,0.294,0.596,115.412,-12.471,1,4,0.726,1.95E-06,0.184,0.0303,0,166893,28,1966,2254
54762,549797,Country,0.382,0.283,0.642,124.307,-10.227,1,7,0.715,0,0.202,0.0301,0,171707,28,1966,2254
23090,165818,Country,0.517,0.415,0.601,116.77,-12.641,1,4,0.755,4.92E-06,0.146,0.0306,0,185840,27,1966,523
23095,165818,Country,0.483,0.379,0.827,90.571,-11.705,1,2,0.783,0,0.212,0.0251,0,149013,27,1966,523
23108,165818,Country,0.634,0.515,0.942,126.208,-10.027,1,4,0.587,0,0.216,0.0286,0,165240,27,1966,523
32869,237517,Country,0.537,0.53,0.709,164.638,-11.15,1,9,0.234,0,0.131,0.142,0,196147,27,1966,6765
54803,549797,Country,0.492,0.369,0.595,110.986,-13.108,1,9,0.846,7.47E-05,0.171,0.0319,0,190733,27,1966,2254
54805,549797,Country,0.409,0.316,0.388,92.718,-11.059,1,0,0.588,0.000181,0.344,0.0266,0,146293,27,1966,2254
75626,816890,Country,0.586,0.486,0.946,76.933,-11.061,1,10,0.892,0.0264,0.198,0.0976,0,114427,27,1966,4960
75781,816890,Country,0.707,0.65,0.824,99.53,-10.158,1,9,0.365,0.00358,0.214,0.0356,0,165707,26,1966,4187
56652,578031,Country,0.716,0.294,0.579,127.468,-10.789,1,3,0.831,0,0.264,0.0448,0,127267,25,1966,2391
48557,453908,Country,0.672,0.675,0.881,112.802,-7.978,1,7,0.795,0.000214,0.31,0.0514,0,129160,23,1966,30
32867,237517,Country,0.604,0.341,0.57,109.328,-14.518,1,9,0.799,4.99E-05,0.0899,0.027,0,196667,22,1966,6765
32878,237517,Country,0.384,0.339,0.386,129.3,-12.723,1,2,0.432,1.10E-05,0.125,0.0283,0,216840,22,1966,6765
32881,237517,Country,0.431,0.467,0.611,75.134,-11.592,0,9,0.423,0,0.186,0.0323,0,185253,22,1966,6765
75635,816890,Country,0.628,0.339,0.461,103.823,-14.142,1,2,0.765,3.54E-06,0.107,0.0373,0,125973,22,1966,4187
82293,903609,Country,0.498,0.3,0.499,107.05,-15.313,1,9,0.729,0.399,0.299,0.0298,0,165333,22,1966,2391
85307,947816,Country,0.701,0.546,0.738,83.499,-10.791,1,10,0.667,3.25E-06,0.0748,0.0395,0,158600,22,1966,30
4989,36849,Country,0.432,0.291,0.491,121.235,-13.941,1,9,0.857,3.50E-05,0.143,0.0329,0,133400,21,1966,1336
29249,200791,Country,0.612,0.678,0.887,89.153,-9.594,1,4,0.719,3.25E-06,0.0795,0.04,0,145280,21,1966,523
32883,237517,Country,0.461,0.605,0.924,171.084,-11.206,1,10,0.596,0,0.122,0.0601,0,181587,21,1966,6765
48562,453908,Country,0.683,0.556,0.884,110.523,-8.706,1,0,0.777,0,0.065,0.0543,0,155307,21,1966,30
54793,549797,Country,0.529,0.493,0.711,111.973,-11.045,0,11,0.743,2.66E-06,0.104,0.0307,0,168133,21,1966,2254
56665,578031,Country,0.802,0.595,0.862,123.528,-8.855,1,2,0.725,4.79E-06,0.301,0.039,0,106107,21,1966,2391
66111,749175,Country,0.532,0.242,0.576,98.268,-15.735,1,2,0.931,4.34E-05,0.157,0.0261,0,119200,21,1966,2391
75775,816890,Country,0.716,0.371,0.565,117.102,-13.406,1,7,0.757,0.0252,0.129,0.0364,0,177947,21,1966,4960
14754,99753,Country,0.472,0.307,0.279,110.743,-11.267,1,10,0.888,0,0.118,0.0288,0,154733,20,1966,2391
25023,179730,Country,0.554,0.354,0.72,112.266,-12.754,1,8,0.721,0.000134,0.139,0.0319,0,166987,20,1966,2391
29364,200791,Country,0.612,0.317,0.596,101.954,-13.837,1,9,0.83,2.11E-06,0.122,0.0366,0,144693,20,1966,523
32801,234325,Country,0.537,0.249,0.572,118.403,-11.424,1,0,0.883,5.66E-05,0.235,0.032,0,164787,20,1966,30
32870,237517,Country,0.431,0.213,0.245,142.805,-17.642,0,9,0.474,0.086,0.122,0.0353,0,167413,20,1966,6765
75717,816890,Country,0.674,0.6,0.872,91.238,-10.139,1,7,0.62,0.0134,0.126,0.0349,0,123693,20,1966,4187
82291,903609,Country,0.544,0.378,0.905,82.115,-13.851,1,11,0.781,0,0.127,0.0304,0,129560,20,1966,2391
4993,36849,Country,0.378,0.253,0.423,100.053,-12.243,1,8,0.912,0,0.109,0.036,0,149560,19,1966,1336
29231,200791,Country,0.5,0.456,0.76,91.459,-11.547,1,2,0.847,0.000341,0.285,0.0284,0,125320,19,1966,3094
29238,200791,Country,0.653,0.503,0.905,104.151,-10.212,1,9,0.622,0,0.258,0.0335,0,112800,19,1966,1933
29275,200791,Country,0.682,0.54,0.931,127.897,-12.021,1,2,0.747,0,0.109,0.029,0,120960,19,1966,523
29281,200791,Country,0.571,0.425,0.686,77.868,-12.069,1,2,0.761,0,0.0904,0.0293,0,124773,19,1966,523
29391,200791,Country,0.593,0.462,0.724,135.967,-10.673,1,7,0.704,0,0.103,0.0341,0,111200,19,1966,1933
32791,234325,Country,0.757,0.565,0.945,146.032,-6.846,1,3,0.645,0,0.0404,0.0348,0,119933,19,1966,30
48564,453908,Country,0.69,0.639,0.873,105.485,-7.667,0,6,0.661,0,0.118,0.0653,0,126600,19,1966,30
72645,796741,Country,0.297,0.161,0.207,77.679,-16.358,1,8,0.954,0.00243,0.133,0.0304,0,178707,19,1966,2391
29247,200791,Country,0.751,0.512,0.665,110.081,-11.386,1,2,0.793,0,0.242,0.0282,0,171400,18,1966,523
29321,200791,Country,0.529,0.526,0.452,98.767,-10.566,1,9,0.465,0,0.0534,0.0332,0,144493,18,1966,1933
29330,200791,Country,0.676,0.386,0.7,110.912,-13.645,1,4,0.904,0.212,0.194,0.0277,0,159693,18,1966,3094
29336,200791,Country,0.663,0.459,0.84,104.214,-11.147,1,7,0.786,0,0.0705,0.0254,0,119107,18,1966,523
29375,200791,Country,0.548,0.496,0.842,106.688,-11.226,1,7,0.573,0.000577,0.144,0.033,0,141587,18,1966,3094
48561,453908,Country,0.723,0.652,0.962,79.912,-9.067,1,0,0.637,3.42E-06,0.207,0.0384,0,159173,18,1966,30
54777,549797,Country,0.401,0.366,0.572,143.66,-12.272,1,0,0.306,3.35E-06,0.309,0.0271,0,175000,18,1966,2254
75718,816890,Country,0.442,0.736,0.606,183.293,-12.517,0,11,0.398,0.000314,0.0876,0.0387,0,193120,18,1966,4960
84991,944310,Country,0.613,0.415,0.748,95.983,-10.523,1,9,0.733,0,0.255,0.0268,0,120480,18,1966,2391
29288,200791,Country,0.431,0.418,0.563,174.531,-9.192,1,4,0.353,0.0532,0.0945,0.0352,0,123547,17,1966,1933
29308,200791,Country,0.64,0.392,0.851,121.536,-13.168,1,2,0.777,0.0264,0.269,0.0282,0,163427,17,1966,3094
32790,234325,Country,0.517,0.151,0.462,95.502,-14.102,1,10,0.865,0.000701,0.099,0.0275,0,137387,17,1966,30
54838,549797,Country,0.3,0.395,0.537,141.767,-11.873,1,4,0.856,0,0.373,0.0353,0,174907,17,1966,2254
75808,816890,Country,0.56,0.314,0.604,95.731,-12.276,1,9,0.928,0,0.109,0.0634,0,104347,17,1966,4187
75865,816890,Country,0.746,0.595,0.948,105.819,-12.314,1,4,0.694,0.665,0.092,0.0482,0,159787,17,1966,4960
29293,200791,Country,0.632,0.56,0.932,129.471,-11.899,1,9,0.614,8.46E-05,0.179,0.0294,0,153653,16,1966,3094
29313,200791,Country,0.612,0.318,0.663,97.73,-13.253,1,7,0.752,0.00314,0.182,0.0257,0,158613,16,1966,3094
29323,200791,Country,0.644,0.589,0.72,125.536,-8.51,1,7,0.763,0,0.0694,0.0292,0,156600,16,1966,3094
29393,200791,Country,0.642,0.422,0.86,125.1,-10.47,1,7,0.568,0.000112,0.274,0.029,0,118467,16,1966,3094
42439,337856,Country,0.424,0.125,0.37,145.358,-15.962,1,9,0.901,0,0.252,0.0357,0,158947,16,1966,854
48559,453908,Country,0.688,0.403,0.592,111.528,-11.584,1,2,0.671,5.16E-05,0.176,0.0323,0,170800,16,1966,30
54840,549797,Country,0.356,0.329,0.593,142.947,-12.913,1,4,0.708,0,0.351,0.031,0,179067,16,1966,2254
72660,796741,Country,0.334,0.219,0.321,87.497,-14.843,1,9,0.93,2.98E-05,0.312,0.0272,0,132667,16,1966,2391
82284,903609,Country,0.412,0.159,0.467,85.539,-18.374,1,2,0.819,0.0743,0.0961,0.0296,0,185387,16,1966,2391
29254,200791,Country,0.668,0.264,0.482,115.957,-12.714,1,7,0.776,5.00E-06,0.0716,0.0303,0,174493,15,1966,523
29282,200791,Country,0.495,0.227,0.366,98.481,-14.175,1,7,0.774,6.10E-05,0.18,0.0258,0,124027,15,1966,523
29309,200791,Country,0.656,0.378,0.612,114.388,-13.358,1,2,0.861,0.000698,0.36,0.0331,0,175600,15,1966,3094
29314,200791,Country,0.535,0.4,0.622,81.222,-10.727,1,4,0.629,5.04E-05,0.381,0.0274,0,143413,15,1966,523
29315,200791,Country,0.617,0.403,0.579,120.254,-9.956,1,0,0.892,0.112,0.14,0.0294,0,136240,15,1966,3094
29341,200791,Country,0.7,0.553,0.664,116.641,-10.559,1,2,0.861,0,0.111,0.0352,0,130133,15,1966,3094
29414,200791,Country,0.528,0.388,0.654,118.458,-12.274,1,2,0.668,9.33E-06,0.718,0.0323,0,121227,15,1966,523
43941,355451,Country,0.566,0.577,0.89,110.911,-9.235,1,11,0.418,0,0.369,0.0307,0,102653,15,1966,2391
85021,944310,Country,0.578,0.402,0.62,108.552,-8.214,1,11,0.661,0,0.107,0.0283,0,149400,15,1966,30
29300,200791,Country,0.373,0.219,0.301,180.78,-13.772,1,4,0.92,6.71E-05,0.109,0.0354,0,148267,14,1966,1933
48556,453908,Country,0.571,0.642,0.965,72.019,-8.655,1,9,0.732,0,0.118,0.049,0,136773,14,1966,30
69793,780451,Country,0.382,0.369,0.708,83.718,-9.698,1,4,0.748,0,0.127,0.0262,0,149867,14,1966,30
72648,796741,Country,0.319,0.243,0.378,88.393,-13.258,1,9,0.962,2.56E-06,0.349,0.0278,0,137680,13,1966,2391
62276,664378,Country,0.597,0.415,0.826,108.987,-13.799,1,3,0.189,0,0.123,0.0323,0,178627,59,1967,2392
8780,65397,Country,0.637,0.189,0.695,120.142,-10.726,1,7,0.721,0,0.0939,0.0471,0,255002,56,1967,6227
62243,664378,Country,0.218,0.336,0.232,176.66,-12.997,1,5,0.0743,1.61E-06,0.134,0.0301,0,164200,54,1967,2392
32812,234325,Country,0.691,0.604,0.885,83.602,-6.587,1,1,0.658,0.000597,0.189,0.062,0,126920,53,1967,31
23091,165818,Country,0.399,0.35,0.667,107.61,-10.223,1,11,0.777,0,0.115,0.0286,0,137120,47,1967,1934
24237,175286,Country,0.621,0.565,0.775,79.922,-8.033,1,7,0.659,0,0.116,0.0311,0,150447,47,1967,2537
19416,136640,Country,0.546,0.258,0.464,100.683,-12.894,1,7,0.806,1.06E-05,0.165,0.0317,0,154627,46,1967,2392
19441,136640,Country,0.619,0.33,0.602,99.353,-11.332,1,9,0.836,0,0.154,0.0295,0,175253,44,1967,2392
19444,136640,Country,0.407,0.198,0.385,140.534,-13.559,1,8,0.722,0.0322,0.13,0.0287,0,162560,42,1967,2392
43936,355451,Country,0.516,0.438,0.42,132.519,-11.834,1,0,0.851,0,0.403,0.0321,0,192947,42,1967,5739
62246,664378,Country,0.334,0.26,0.282,95.875,-13.694,0,7,0.0882,5.28E-05,0.168,0.0301,0,146933,42,1967,2392
31841,221603,Country,0.407,0.401,0.4,197.706,-12.928,1,0,0.728,0,0.0814,0.0387,0,182840,39,1967,2392
42101,334644,Country,0.615,0.926,0.844,104.088,-6.91,1,6,0.831,1.24E-05,0.122,0.0641,0,147360,38,1967,2392
48560,453908,Country,0.73,0.749,0.959,110.466,-9.089,0,2,0.723,4.54E-05,0.275,0.029,0,160360,38,1967,31
1744,14651,Country,0.465,0.166,0.384,91.634,-13.04,1,3,0.919,2.15E-06,0.138,0.0313,0,224133,35,1967,3407
23086,165818,Country,0.541,0.314,0.644,110.32,-16.463,1,6,0.78,2.25E-05,0.341,0.0312,0,135080,35,1967,4815
8896,66429,Country,0.625,0.405,0.821,94.198,-14.337,1,4,0.49,0,0.165,0.0283,0,132600,34,1967,1568
82281,903609,Country,0.382,0.265,0.444,82.999,-12.547,1,9,0.882,0,0.127,0.0266,0,189893,34,1967,899
8788,65397,Country,0.644,0.769,0.747,123.164,-10.833,1,9,0.238,0,0.107,0.0511,0,190646,30,1967,6227
19421,136640,Country,0.483,0.559,0.933,187.497,-7.818,1,5,0.623,1.19E-05,0.452,0.0529,0,124067,30,1967,2392
19427,136640,Country,0.388,0.163,0.228,130.792,-16.047,1,7,0.95,0.000117,0.165,0.0352,0,176000,29,1967,2392
