artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
['Frank Sinatra'],[792507],0.485,0.213,0.527,128.472,-12.665,0,7,0.709,0,0.126,0.0364,0,143827,24,1957,Jun-57,At Long Last Love - Remastered
['Frank Sinatra'],[792507],0.473,0.203,0.318,92.955,-13.103,1,8,0.543,0,0.103,0.0529,0,144040,23,1957,Jun-57,I Guess I'll Have To Change My Plan - Remastered
['Frank Sinatra'],[792507],0.379,0.235,0.56,160.559,-11.953,0,9,0.528,1.46E-06,0.0912,0.0331,0,232107,24,1957,Jun-57,From This Moment On - Remastered
['Frank Sinatra'],[792507],0.512,0.261,0.424,117.306,-12.943,1,9,0.602,0,0.299,0.0398,0,158333,24,1957,Jun-57,Stars Fell On Alabama - Remastered
['Frank Sinatra'],[792507],0.352,0.054,0.185,61.987,-18.811,1,1,0.862,0.00096,0.106,0.0396,0,261493,23,1957,1957,P.S. I Love You - Remastered
['Frank Sinatra'],[792507],0.162,0.11,0.0769,74.677,-15.383,1,5,0.923,0.000111,0.128,0.0357,0,208800,24,1957,Sep-57,The ***** We ****** It A Day - Remastered
['Frank Sinatra'],[792507],0.227,0.0922,0.0454,129.017,-16.828,1,8,0.771,0.00123,0.105,0.0364,0,184000,24,1957,Sep-57,I Think Of You - Remastered
['Frank Sinatra'],[792507],0.263,0.11,0.184,130.463,-17.556,1,7,0.973,1.73E-05,0.0924,0.0339,0,168933,23,1957,Sep-57,It Came Upon A ******** Clear - Remastered ****
['Frank Sinatra'],[792507],0.188,0.114,0.0377,137.682,-16.937,1,9,0.858,0.0212,0.133,0.0362,0,208533,24,1957,Sep-57,Laura - Remastered
['Frank Sinatra'],[792507],0.455,0.229,0.315,101.023,-14.806,1,8,0.281,0,0.114,0.0343,0,202467,23,1957,Jun-57,I Got It Bad (And That Ain't Good) - Remastered
['Frank Sinatra'],[792507],0.14,0.181,0.111,79.486,-13.637,1,4,0.877,0.000372,0.151,0.0325,0,178907,22,1957,Sep-57,I Cover The Waterfront - Remastered
['Frank Sinatra'],[792507],0.188,0.163,0.313,168.275,-13.834,1,0,0.807,0,0.239,0.0326,0,155200,23,1957,Sep-57,White Christmas - Remastered ****
['Frank Sinatra'],[792507],0.191,0.146,0.124,82.37,-14.633,1,2,0.915,3.45E-05,0.109,0.0347,0,193240,22,1957,Sep-57,Where Is The One? - Remastered
['Frank Sinatra'],[792507],0.147,0.082,0.0682,169.563,-15.383,1,2,0.872,0.00101,0.0917,0.0338,0,252667,22,1957,Sep-57,Lonely Town - Remastered
['Frank Sinatra'],[792507],0.338,0.0977,0.172,101.945,-14.283,1,5,0.566,7.49E-06,0.125,0.0322,0,188200,23,1957,Sep-57,Don't Worry 'Bout Me - **** Remastered
['Frank Sinatra'],[792507],0.188,0.143,0.133,87.741,-15.963,1,5,0.891,8.77E-06,0.108,0.0337,0,228000,22,1957,Sep-57,There's No You - Remastered
['Frank Sinatra'],[792507],0.418,0.18,0.281,91.832,-13.464,1,6,0.613,0,0.108,0.0345,0,205667,21,1957,Jun-57,No One Ever Tells You - Remastered
['Frank Sinatra'],[792507],0.273,0.119,0.0754,118.163,-14.432,1,2,0.914,2.33E-05,0.173,0.036,0,180827,21,1957,Sep-57,"Baby, Won't You Please Come Home - Remastered"
['Frank Sinatra'],[792507],0.329,0.0588,0.154,91.317,-19.253,1,7,0.824,0.000575,0.102,0.039,0,200000,22,1957,1957,Everything Happens To Me - Remastered
['Frank Sinatra'],[792507],0.331,0.151,0.178,80.413,-13.73,1,2,0.844,1.80E-05,0.317,0.0329,0,168133,21,1957,Sep-57,I Can Read Between The Lines - Remastered
['Frank Sinatra'],[792507],0.151,0.27,0.0821,74.237,-13.911,1,7,0.788,2.48E-05,0.237,0.0363,0,205000,20,1957,Sep-57,Rain (Falling From The Skies) - Remastered
['Frank Sinatra'],[792507],0.255,0.137,0.265,86.202,-13.916,1,7,0.959,0,0.13,0.0313,0,151893,21,1957,Sep-57,Adeste Fideles - Remastered
['Frank Sinatra'],[792507],0.272,0.122,0.205,87.085,-15.803,1,3,0.968,0,0.105,0.0316,0,124440,20,1957,Sep-57,O Little Town Of Bethlehem - Remastered
['Frank Sinatra'],[792507],0.314,0.2,0.283,104.035,-13.598,1,3,0.86,0,0.331,0.0299,0,179333,20,1957,Sep-57,The Christmas Waltz - Alternate Version/Remastered ****
['Frank Sinatra'],[792507],0.22,0.188,0.167,90.529,-14.263,0,2,0.565,1.59E-05,0.202,0.0318,0,173240,20,1957,Sep-57,It Worries Me - Remastered
['Frank Sinatra'],[792507],0.194,0.107,0.188,75.88,-16.787,1,0,0.799,0.000109,0.121,0.0354,0,240400,19,1957,1957,If It's The Last Thing I Do - Remastered
['Frank Sinatra'],[792507],0.313,0.0781,0.192,107.02,-18.612,1,0,0.908,0.000227,0.13,0.0348,0,214027,17,1957,1957,It's Easy To Remember - Remastered
['Frank Sinatra'],[792507],0.258,0.0836,0.0716,121.19,-21.129,1,1,0.916,0.00332,0.134,0.0406,0,193507,17,1957,1957,It Could Happen To You - Remastered
['Frank Sinatra'],[792507],0.23,0.0403,0.151,169.261,-19.791,1,1,0.949,0.00192,0.134,0.0389,0,178800,17,1957,1957,Blame It On My Youth - Remastered
['Frank Sinatra'],[792507],0.153,0.128,0.143,178.91,-17.657,1,5,0.755,6.40E-05,0.192,0.0398,0,291640,16,1957,1957,Don't Like Goodbyes - Remastered
['Frank Sinatra'],[792507],0.296,0.142,0.203,81.791,-17.025,1,11,0.919,0.0017,0.133,0.0373,0,189000,15,1957,1957,Wait Till You See Her - Remastered
['Frank Sinatra'],[792507],0.195,0.083,0.174,176.713,-18.719,1,4,0.773,0.00221,0.143,0.041,0,161973,17,1957,1957,Love Locked Out - Remastered
['Frank Sinatra'],[792507],0.216,0.0946,0.211,70.163,-18.257,1,0,0.759,3.30E-05,0.174,0.0389,0,251133,16,1957,1957,The End Of A Love Affair - Remastered
['Frank Sinatra'],[792507],0.199,0.0763,0.0396,86.989,-17.902,1,5,0.953,0.00239,0.122,0.0355,0,227733,15,1957,1957,I've Had My Moments - Remastered
['Frank Sinatra'],[792507],0.218,0.179,0.0834,118.532,-15.196,0,9,0.84,0.0504,0.137,0.0374,0,308394,14,1958,1/1/1958,What's New - **** Mono Mix
['Frank Sinatra'],[792507],0.265,0.291,0.0724,58.046,-11.203,0,7,0.855,9.97E-05,0.135,0.0358,0,169113,13,1958,Jan-58,April In Paris
['Frank Sinatra'],[792507],0.426,0.0427,0.189,69.173,-20.269,1,4,0.981,0.000105,0.325,0.0497,0,249013,13,1958,1/1/1958,One For My Baby - Mono/Test Track/June *** ****
['Frank Sinatra'],[792507],0.261,0.148,0.137,93.883,-14.192,1,5,0.852,0.00302,0.4,0.0309,0,285408,13,1958,1/1/1958,Willow Weep For Me - **** Mono Mix
['Frank Sinatra'],[792507],0.105,0.128,0.119,169.402,-16.158,0,2,0.891,0.0042,0.381,0.0363,0,253813,13,1958,1/1/1958,It's A ******** Old Town - **** Mono Mix
['Frank Sinatra'],[792507],0.23,0.162,0.127,91.712,-15.116,1,11,0.815,2.45E-05,0.111,0.031,0,239680,13,1958,1/1/1958,Guess I'll Hang My Tears Out To Dry - **** Mono Mix
['Frank Sinatra'],[792507],0.162,0.135,0.0564,94.403,-16.323,1,5,0.721,0.00377,0.0813,0.0336,0,341877,12,1958,1/1/1958,Good-Bye - **** Mono Mix
['Frank Sinatra'],[792507],0.33,0.171,0.144,115.192,-14.503,1,7,0.46,1.37E-05,0.383,0.0349,0,282240,12,1958,1/1/1958,***** In The ***** - **** Mono Mix
['Frank Sinatra'],[792507],0.153,0.304,0.11,84.296,-11.143,1,3,0.742,0.000115,0.283,0.0317,0,207030,12,1958,Jan-58,London By *****
['Frank Sinatra'],[792507],0.125,0.225,0.119,168.627,-13.334,1,10,0.788,7.84E-05,0.104,0.0371,0,193930,11,1958,1/1/1958,Ebb Tide - **** Mono Mix
['Frank Sinatra'],[792507],0.152,0.167,0.195,85.122,-13.15,1,8,0.881,0.00278,0.116,0.034,0,160616,11,1958,Jan-58,**** Hawaii
['Frank Sinatra'],[792507],0.21,0.206,0.0858,37.514,-13.986,1,5,0.819,0.0137,0.304,0.0336,0,283573,10,1958,1/1/1958,Spring Is Here - **** Mono Mix
['Frank Sinatra'],[792507],0.108,0.168,0.0488,74.526,-15.736,1,0,0.863,0.00214,0.0953,0.0363,0,310570,10,1958,1/1/1958,Gone With The Wind - **** Mono Mix
['Frank Sinatra'],[792507],0.251,0.0888,0.172,79.835,-17.927,1,11,0.896,3.42E-06,0.262,0.0405,0,309760,14,1958,1/1/1958,"Guess I'll Hang My Tears Out To Dry - Mono/Alternate Take/May 5, ****"
['Frank Sinatra'],[792507],0.255,0.136,0.154,96.923,-18.242,0,0,0.794,6.64E-06,0.138,0.0354,0,1022613,9,1958,1/1/1958,"Angel Eyes - Mono/Alternate Session Takes/May 5, ****"
['Frank Sinatra'],[792507],0.388,0.197,0.131,129.414,-18.167,1,6,0.927,1.78E-06,0.178,0.0568,0,244480,9,1958,1/1/1958,Lush Life - Mono/Session Takes/May *** ****
['Frank Sinatra'],[792507],0.574,0.338,0.493,67.008,-11.376,1,6,0.845,0,0.165,0.042,0,199093,69,1958,1958,Come Fly With Me - Remastered
['Frank Sinatra'],[792507],0.309,0.0887,0.237,84.79,-19.458,1,1,0.743,4.02E-05,0.181,0.0342,0,212907,54,1958,1958,Moonlight In Vermont - Remastered
['Frank Sinatra'],[792507],0.512,0.457,0.793,147.588,-10.053,1,5,0.607,0,0.397,0.074,0,134067,47,1958,1958,Chicago - Remastered
['Frank Sinatra'],[792507],0.475,0.44,0.478,134.192,-8.613,1,11,0.707,0,0.138,0.0448,0,196276,42,1958,Jan-58,Come Fly With Me
['Frank Sinatra'],[792507],0.545,0.216,0.531,131.131,-11.501,1,0,0.68,0,0.074,0.0387,0,170240,34,1958,1958,South Of The Border - Remastered
['Frank Sinatra'],[792507],0.577,0.229,0.687,134.736,-14.6,1,6,0.602,0,0.179,0.0389,0,109827,32,1958,1958,I Love Paris - Remastered
['Frank Sinatra'],[792507],0.254,0.108,0.0796,45.766,-15.019,0,10,0.883,2.70E-05,0.167,0.0318,0,224987,32,1958,1/1/1958,Angel Eyes - **** Stereo Mix
['Frank Sinatra'],[792507],0.152,0.135,0.16,54.962,-17.624,1,5,0.826,0.00369,0.346,0.0361,0,277627,31,1958,1958,Autumn In New York - Remastered
['Frank Sinatra'],[792507],0.581,0.267,0.735,120.063,-11.698,1,0,0.717,0,0.267,0.0435,0,131267,31,1958,1958,Let's Get Away From It All - Remastered
['Frank Sinatra'],[792507],0.535,0.233,0.643,123.557,-14.058,1,3,0.834,0,0.218,0.077,0,149227,31,1958,1958,Isle Of Capri - Remastered
['Frank Sinatra'],[792507],0.143,0.206,0.131,80.978,-14.809,1,10,0.836,0.0346,0.564,0.0336,0,200840,29,1958,1958,Around The World - Remastered
['Frank Sinatra'],[792507],0.633,0.284,0.473,119.021,-11.396,1,1,0.494,0,0.114,0.0499,0,208640,28,1958,1958,On The Road To Mandalay - Remastered
['Frank Sinatra'],[792507],0.6,0.386,0.579,92.561,-11.88,1,5,0.637,1.10E-05,0.132,0.0486,0,175733,28,1958,1958,Brazil - Remastered
['Frank Sinatra'],[792507],0.53,0.243,0.407,122.345,-11.15,0,1,0.715,0,0.122,0.0419,0,232627,27,1958,1958,It's Nice To Go Trav'ling - Remastered
['Frank Sinatra'],[792507],0.254,0.086,0.139,79.734,-18.437,0,5,0.586,2.55E-05,0.384,0.0338,0,210733,26,1958,1958,London By ***** - Remastered
['Frank Sinatra'],[792507],0.224,0.146,0.126,136.395,-15.747,0,7,0.812,0.000821,0.121,0.0382,0,170693,26,1958,1958,April In Paris - Remastered
['Frank Sinatra'],[792507],0.208,0.136,0.152,91.493,-15.841,1,8,0.833,0.00663,0.102,0.0355,0,164173,24,1958,1958,**** Hawaii - Remastered
['Frank Sinatra'],[792507],0.426,0.0445,0.177,93.069,-19.032,1,4,0.979,0.000105,0.109,0.0395,0,265293,22,1958,1/1/1958,One For My Baby - **** Stereo Mix
['Frank Sinatra'],[792507],0.181,0.12,0.0671,79.038,-13.475,1,9,0.917,3.16E-05,0.0953,0.0313,0,248800,22,1958,1/1/1958,Only The Lonely - **** Stereo Mix
['Frank Sinatra'],[792507],0.584,0.332,0.623,119.357,-8.621,0,9,0.714,0,0.188,0.037,0,130427,20,1958,Jan-58,Let's Get Away From It All
['Frank Sinatra'],[792507],0.576,0.289,0.359,121.909,-8.77,1,11,0.764,0,0.261,0.0336,0,229965,20,1958,Jan-58,It's Nice To Go Trav'ling
['Frank Sinatra'],[792507],0.387,0.0484,0.163,89.74,-20.035,1,4,0.974,0.000195,0.112,0.0353,0,263626,19,1958,1/1/1958,One For My Baby - **** Mono Mix
['Frank Sinatra'],[792507],0.147,0.177,0.0918,44.305,-15.494,1,8,0.858,0.000138,0.36,0.0388,0,222453,21,1958,1/1/1958,Angel Eyes - **** Mono Mix
['Frank Sinatra'],[792507],0.228,0.185,0.0679,112.771,-16.192,1,9,0.943,0.0361,0.113,0.0383,0,311307,18,1958,1/1/1958,What's New? - **** Stereo Mix
['Frank Sinatra'],[792507],0.296,0.159,0.0863,141.095,-13.615,1,11,0.871,4.91E-05,0.111,0.0313,0,241120,18,1958,1/1/1958,Guess I'll Hang My Tears Out To Dry - **** Stereo Mix
['Frank Sinatra'],[792507],0.179,0.159,0.0893,77.177,-13.214,1,9,0.947,3.08E-06,0.105,0.0304,0,247520,19,1958,1/1/1958,Only The Lonely - **** Mono Mix
['Frank Sinatra'],[792507],0.176,0.22,0.0978,91.755,-11.892,0,9,0.813,0.0027,0.36,0.0312,0,275494,18,1958,Jan-58,Autumn In New York
['Frank Sinatra'],[792507],0.188,0.201,0.162,84.293,-13.912,1,8,0.818,0.000611,0.1,0.0335,0,211907,17,1958,Jan-58,Moonlight In Vermont
['Frank Sinatra'],[792507],0.205,0.149,0.0967,91.297,-17.062,1,4,0.894,9.74E-05,0.342,0.0314,0,288147,18,1958,1/1/1958,Willow Weep For Me - **** Stereo Mix
['Frank Sinatra'],[792507],0.121,0.119,0.0739,92.89,-16.971,0,2,0.949,0.0392,0.151,0.0357,0,256120,18,1958,1/1/1958,It's A ******** Old Town - **** Stereo Mix
['Frank Sinatra'],[792507],0.161,0.118,0.0741,82.221,-17.033,1,5,0.867,0.00084,0.0824,0.0341,0,343907,17,1958,1/1/1958,Good-Bye - **** Stereo Mix
['Frank Sinatra'],[792507],0.329,0.199,0.0927,53.361,-13.849,1,7,0.723,1.57E-06,0.0717,0.0315,0,284053,16,1958,1/1/1958,***** In The ***** - **** Stereo Mix
['Frank Sinatra'],[792507],0.211,0.149,0.0758,79.488,-16.675,1,5,0.838,0.0043,0.244,0.0357,0,286107,15,1958,1/1/1958,Spring Is Here - **** Stereo Mix
['Frank Sinatra'],[792507],0.135,0.181,0.176,178.31,-14.026,1,10,0.932,0.00016,0.103,0.0379,0,195507,16,1958,1/1/1958,Ebb Tide - **** Stereo Mix
['Frank Sinatra'],[792507],0.517,0.361,0.515,122.846,-9.737,1,3,0.713,0,0.254,0.0547,0,147577,15,1958,Jan-58,Isle Of Capri
['Frank Sinatra'],[792507],0.392,0.5,0.567,185.063,-8.304,0,9,0.715,0,0.24,0.0637,0,175070,16,1958,Jan-58,Brazil
['Frank Sinatra'],[792507],0.216,0.175,0.0506,120.888,-14.675,1,0,0.933,0.00627,0.102,0.0372,0,313573,15,1958,1/1/1958,Gone With The Wind - **** Stereo Mix
['Frank Sinatra'],[792507],0.55,0.358,0.429,117.747,-8.027,0,5,0.38,0,0.108,0.0355,0,207474,15,1958,Jan-58,On The Road To Mandalay
['Frank Sinatra'],[792507],0.151,0.223,0.0873,165.705,-10.595,1,10,0.877,0.000492,0.872,0.0335,0,198170,15,1958,Jan-58,Around The World
['Frank Sinatra'],[792507],0.586,0.322,0.665,127.02,-11.43,0,8,0.21,0,0.0737,0.04,0,144133,52,1959,1959,Just In Time - **** Remaster
['Frank Sinatra'],[792507],0.222,0.0653,0.211,76.828,-19.459,1,3,0.953,0.000611,0.125,0.0447,0,221827,52,1959,Jul-59,Why Try To Change Me Now? - Remastered
['Frank Sinatra'],[792507],0.629,0.192,0.744,141.457,-13.163,1,9,0.365,0,0.107,0.084,0,151027,39,1959,1959,Come Dance With Me - **** Remastered
['Frank Sinatra'],[792507],0.579,0.304,0.841,83.66,-13.807,0,7,0.22,0,0.292,0.0502,0,186093,36,1959,1959,Cheek To Cheek - Remastered
['Frank Sinatra'],[792507],0.642,0.159,0.804,138.877,-14.544,1,10,0.378,0,0.0301,0.0356,0,160560,27,1959,1959,I Could Have Danced All ***** - **** Remaster
['Frank Sinatra'],[792507],0.584,0.323,0.692,103.067,-10.703,0,0,0.512,0,0.302,0.0291,0,172573,25,1959,1959,Same Old Song And Dance - **** Digital Remaster
['Frank Sinatra'],[792507],0.252,0.0439,0.0584,134.443,-19.71,1,4,0.945,0.000318,0.111,0.0372,0,214907,23,1959,Jul-59,Here's That Rainy Day - Remastered
['Frank Sinatra'],[792507],0.603,0.256,0.599,81.563,-12.924,1,7,0.194,0,0.245,0.037,0,146000,24,1959,1959,Dancing In The Dark - Remastered
['Frank Sinatra'],[792507],0.537,0.234,0.664,144.789,-12.441,0,8,0.512,0,0.0851,0.0313,0,205040,23,1959,1959,Day In - Day Out - **** Remaster
['Frank Sinatra'],[792507],0.183,0.0562,0.0706,85.896,-21.293,0,0,0.893,0.00547,0.232,0.0355,0,162267,23,1959,Jul-59,When No One Cares - Remastered
['Frank Sinatra'],[792507],0.418,0.361,0.771,175.106,-11.855,1,11,0.236,0,0.346,0.0691,0,158640,23,1959,1959,*********** Gotta Give - **** Remaster
['Frank Sinatra'],[792507],0.208,0.06,0.0601,91.284,-21.366,0,0,0.962,0.455,0.0989,0.0361,0,226067,23,1959,Jul-59,I'll Never Smile ***** - Remastered
['Frank Sinatra'],[792507],0.381,0.027,0.122,75.665,-24.265,0,3,0.864,1.17E-06,0.101,0.0335,0,131667,21,1959,1959,The Last Dance - **** Remaster
['Frank Sinatra'],[792507],0.521,0.31,0.853,149.659,-11.287,1,7,0.364,0,0.153,0.0646,0,154400,22,1959,1959,Too Close For Comfort - **** Remaster
['Frank Sinatra'],[792507],0.52,0.304,0.872,155.77,-12.512,1,0,0.156,0,0.128,0.0372,0,114867,22,1959,1959,******** ***** (Is The Loneliest ***** Of The Week) - **** Remaster
['Frank Sinatra'],[792507],0.604,0.211,0.659,138.867,-14.201,1,7,0.477,0,0.0672,0.0368,0,166440,21,1959,1959,"Baubles, ******* And Beads - **** Remaster"
['Frank Sinatra'],[792507],0.218,0.0795,0.0565,79.831,-18.063,1,9,0.909,0.00269,0.0955,0.0397,0,196267,21,1959,Jul-59,I Don't Stand A Ghost Of A Chance With You - Remastered
['Frank Sinatra'],[792507],0.258,0.0704,0.0593,115.89,-17.498,1,8,0.921,0.0167,0.104,0.0384,0,220307,22,1959,Jul-59,Just Friends - Remastered
['Frank Sinatra'],[792507],0.256,0.183,0.154,79.771,-14.159,0,10,0.789,1.79E-06,0.23,0.0342,0,198133,20,1959,Jul-59,I Could Have Told You - Remastered
['Frank Sinatra'],[792507],0.394,0.312,0.817,161.876,-13.195,1,11,0.412,0,0.315,0.0386,0,163400,20,1959,1959,The Song Is You - **** Remaster
['Frank Sinatra'],[792507],0.175,0.0878,0.114,84.05,-19.114,1,5,0.887,7.68E-05,0.104,0.0457,0,200960,20,1959,Jul-59,Stormy Weather - Remastered
['Frank Sinatra'],[792507],0.276,0.118,0.158,110.272,-18.793,0,11,0.918,0.0132,0.315,0.035,0,185333,19,1959,Jul-59,The One I Love (Belongs To ******** Else) - Remastered
['Frank Sinatra'],[792507],0.14,0.0313,0.0572,82.591,-23.125,0,1,0.892,0.00113,0.12,0.038,0,196000,19,1959,Jul-59,A Cottage For Sale - Remastered
['Frank Sinatra'],[792507],0.216,0.0581,0.232,76.843,-18.531,1,10,0.936,6.25E-06,0.141,0.0376,0,241067,20,1959,Jul-59,I Can't Get Started - Remastered
['Frank Sinatra'],[792507],0.212,0.0886,0.0557,132.008,-17.857,1,10,0.843,0.0118,0.106,0.0377,0,221600,19,1959,Jul-59,None But The Lonely Heart - Remastered
['Frank Sinatra'],[792507],0.255,0.0207,0.084,97.979,-21.43,0,0,0.908,0.000782,0.0936,0.0367,0,154067,18,1959,Jul-59,Where Do You Go? - Remastered
['Frank Sinatra'],[792507],0.314,0.0712,0.101,71.868,-18.177,1,1,0.855,1.93E-06,0.158,0.0338,0,200067,18,1959,Jul-59,You Forgot All The Words (While I Still Remember The Tune) - Remastered
['Frank Sinatra'],[792507],0.233,0.0988,0.148,80.43,-16.702,1,11,0.802,3.03E-05,0.124,0.0333,0,207133,17,1959,Jul-59,This Was My Love - Remastered
['Frank Sinatra'],[792507],0.583,0.373,0.774,138.345,-12.684,0,5,0.637,0,0.319,0.0552,0,126200,17,1959,1959,It All Depends On You - Alternate Version / **** Digital Remaster
['Frank Sinatra'],[792507],0.536,0.148,0.509,109.295,-14.903,1,0,0.772,0,0.101,0.031,0,165760,54,1960,Jul-60,Nice 'n' Easy - Remastered
['Frank Sinatra'],[792507],0.576,0.321,0.664,159.226,-11.602,1,10,0.614,0,0.296,0.0938,0,164320,53,1960,12/19/1960,Ring-A-Ding-Ding
['Frank Sinatra'],[792507],0.504,0.516,0.904,199.684,-11.268,1,10,0.775,0,0.106,0.0703,0,171053,41,1960,12/19/1960,The ****** Song
['Frank Sinatra'],[792507],0.586,0.228,0.64,139.536,-15.455,1,10,0.589,0,0.236,0.0488,0,131227,36,1960,12/19/1960,Let's Fall in Love
['Frank Sinatra'],[792507],0.456,0.404,0.875,170.344,-9.706,1,8,0.611,0,0.375,0.0361,0,178813,31,1960,12/19/1960,Let's Face the Music and Dance
['Frank Sinatra'],[792507],0.362,0.0548,0.259,179.058,-18.1,1,5,0.941,2.59E-06,0.166,0.038,0,136400,31,1960,Jul-60,I've Got A Crush On You - Remastered
['Frank Sinatra'],[792507],0.227,0.127,0.138,136.171,-16.574,1,7,0.879,0.00333,0.0867,0.0344,0,202200,27,1960,Jul-60,Fools Rush In - Remastered
['Frank Sinatra'],[792507],0.636,0.347,0.602,138.524,-11.618,1,5,0.723,0,0.0809,0.0534,0,131480,26,1960,12/19/1960,A Fine Romance
['Frank Sinatra'],[792507],0.52,0.322,0.865,87.178,-10.711,1,1,0.571,0,0.294,0.037,0,180293,25,1960,12/19/1960,Zing! Went The Strings Of My Heart (outtake) - Outtake
['Frank Sinatra'],[792507],0.187,0.125,0.187,82.869,-18.25,0,3,0.94,0.000816,0.227,0.0332,0,268333,26,1960,Jul-60,You Go To My Head - Remastered
['Frank Sinatra'],[792507],0.276,0.0978,0.161,105.847,-16.348,1,9,0.894,5.21E-05,0.102,0.0348,0,177333,25,1960,Jul-60,******* To Watch Over Me - Remastered
['Frank Sinatra'],[792507],0.574,0.298,0.507,126.57,-11.552,0,2,0.731,0,0.255,0.0354,0,142907,24,1960,12/19/1960,You'd Be So Easy to Love
['Frank Sinatra'],[792507],0.214,0.116,0.0897,89.264,-16.786,1,0,0.912,0.00238,0.103,0.0307,0,195800,24,1960,Jul-60,How **** Is The Ocean? - Remastered
['Frank Sinatra'],[792507],0.643,0.267,0.77,120.631,-11.891,1,5,0.753,0,0.285,0.04,0,122973,24,1960,12/19/1960,"Be Careful, It's My Heart"
['Frank Sinatra'],[792507],0.44,0.314,0.521,148.694,-13.974,1,8,0.691,0,0.0705,0.038,0,136547,23,1960,12/19/1960,A Foggy Day
['Frank Sinatra'],[792507],0.633,0.257,0.677,136.623,-12.649,1,1,0.614,0,0.496,0.036,0,171773,24,1960,12/19/1960,I've Got My Love to Keep Me Warm
['Frank Sinatra'],[792507],0.233,0.0748,0.2,54.223,-19.011,1,1,0.819,0.000206,0.117,0.0305,0,213867,24,1960,Jul-60,That Old Feeling - Remastered
['Frank Sinatra'],[792507],0.139,0.106,0.109,71.746,-17.329,1,3,0.938,0.000568,0.102,0.0335,0,204267,23,1960,Jul-60,Embraceable You - Remastered
['Frank Sinatra'],[792507],0.336,0.0916,0.291,107.043,-19.351,1,8,0.933,0.000618,0.191,0.032,0,198200,23,1960,Jul-60,Nevertheless (I'm In Love With You) - Remastered
['Frank Sinatra'],[792507],0.682,0.3,0.605,128.76,-11.72,0,10,0.717,0,0.177,0.0398,0,155493,23,1960,12/19/1960,You and the ***** and the Music
['Frank Sinatra'],[792507],0.335,0.296,0.586,179.659,-14.535,0,5,0.527,0,0.101,0.0321,0,204960,22,1960,12/19/1960,In the Still of the *****
['Frank Sinatra'],[792507],0.743,0.311,0.741,120.857,-11.609,0,5,0.694,0,0.0379,0.0453,0,126173,22,1960,12/19/1960,When I Take My Sugar to Tea
['Frank Sinatra'],[792507],0.251,0.105,0.211,83.356,-18.046,1,10,0.953,9.05E-05,0.143,0.0357,0,235573,22,1960,Jul-60,***** Funny That Way - Remastered
['Frank Sinatra'],[792507],0.316,0.128,0.279,129.143,-16.288,1,0,0.938,6.74E-06,0.132,0.0355,0,192307,22,1960,Jul-60,My One And Only Love - Remastered
['Frank Sinatra'],[792507],0.319,0.0725,0.194,118.884,-17.12,1,2,0.866,0.000105,0.133,0.0349,0,163667,22,1960,Jul-60,The Nearness Of You - Remastered
['Frank Sinatra'],[792507],0.234,0.105,0.193,110.238,-20.647,1,0,0.718,0.00147,0.124,0.0373,0,202000,21,1960,Jul-60,Try A Little Tenderness - Remastered
['Frank Sinatra'],[792507],0.177,0.0707,0.125,78.197,-20.909,1,4,0.927,0.0365,0.155,0.038,0,168467,20,1960,Jul-60,Mam'selle - Remastered
['Frank Sinatra'],[792507],0.246,0.149,0.0607,84.936,-19.417,0,10,0.903,0.00335,0.367,0.0354,0,177893,21,1960,Jul-60,Dream - Remastered
['Frank Sinatra'],[792507],0.229,0.153,0.133,94.986,-12.148,1,11,0.842,0,0.227,0.0323,0,187333,18,1960,Jul-60,Day In - Day Out - Alternate Version / Remastered
['Frank Sinatra'],[792507],0.321,0.168,0.405,87.657,-20.134,0,0,0.663,0,0.813,0.0735,0,618613,17,1960,12/19/1960,Have You Met Miss Jones (outtake)
['Frank Sinatra'],[792507],0.636,0.365,0.84,105.287,-9.999,1,5,0.42,0,0.299,0.0332,0,136067,15,1961,Jul-61,I Never Knew
['Frank Sinatra'],[792507],0.324,0.426,0.414,140.858,-10.898,0,7,0.476,1.99E-06,0.411,0.0315,0,200600,14,1961,Jul-61,Moonlight On The ******
['Frank Sinatra'],[792507],0.2,0.138,0.129,169.997,-16.391,1,10,0.757,1.30E-05,0.184,0.0328,0,194867,12,1961,Oct-61,There Are Such Things
['Frank Sinatra'],[792507],0.246,0.0702,0.168,89.607,-16.968,1,0,0.765,3.92E-05,0.109,0.0318,0,163600,11,1961,Oct-61,Daybreak
['Frank Sinatra'],[792507],0.227,0.144,0.265,76.435,-14.637,1,7,0.734,1.21E-06,0.0797,0.0333,0,138507,11,1961,Oct-61,Take Me
['Frank Sinatra'],[792507],0.298,0.0785,0.145,80.236,-17.404,1,9,0.92,0,0.0678,0.0328,0,49173,10,1961,Oct-61,I'm Getting Sentimental Over You (Reprise)
['Frank Sinatra'],[792507],0.644,0.156,0.744,113.96,-16.529,1,1,0.532,0,0.105,0.0329,0,171427,56,1961,1961,**** Moon - **** Digital Remaster
['Frank Sinatra'],[792507],0.565,0.329,0.702,79.054,-12.222,0,10,0.436,0,0.29,0.0475,0,120333,53,1961,1961,When You're Smiling (The Whole World Smiles With You) - **** Digital Remaster
